,Tournament Name,Tournament Date,Tournament Country,Discipline,Number of Sets Played,Retired,Match Duration (min),Team One Nationalities,Team Two Nationalities,Team 1 Name(s),Team 1 Seed,Team 2 Name(s),Team 2 Seed,Points Set 1 Team 1,Points Set 1 Team 2,Points Set 2 Team 1,Points Set 2 Team 2,Points Set 3 Team 1,Points Set 3 Team 2,Total Points Team 1,Total Points Team 2,Sets Won Team 1,Sets Won Team 2,Total Game Points Team 1,Total Game Points Team 2,Most Consecutive Points Team 1,Most Consecutive Points Team 2,Team 1 Head to Head Analysis,Team 2 Head to Head Analysis,Match Winner
114,Victor_China_Open,2018-09-18,China,XD,6,0,51,China,Netherlands,"Zhang Nan, Li Yin Hui",5,"Zhang Nan, Li Yin Hui",0,21,13,20,22,21,14,62,49,2,1,3,2,6,3,1,0,1
115,Yonex_All_England_Open,2018-03-15,England,XD,4,0,51,China,Malaysia,"Zhang Nan, Li Yin Hui",8,"Zhang Nan, Li Yin Hui",0,24,22,22,20,0,0,46,42,2,0,3,4,4,5,4,1,1
116,Victor_China_Open,2018-09-20,China,WS,6,0,69,India,Thailand,Pusarla V. Sindhu,3,Pusarla V. Sindhu,0,21,23,21,13,21,18,63,54,2,1,4,1,6,6,18,1,1
117,Blibli_Indonesia_Open,2018-07-05,Indonesia,XD,4,0,27,China,Hongkong,"Zhang Nan, Li Yin Hui",5,"Zhang Nan, Li Yin Hui",0,21,11,21,6,0,0,42,17,2,0,2,0,7,3,2,0,1
118,Victor_China_Open,2018-09-19,China,WS,4,0,37,China,Chinesetaipei,Gao Fang Jie,0,Gao Fang Jie,1,21,17,21,16,0,0,42,33,2,0,5,0,6,4,1,3,1
119,Blibli_Indonesia_Open,2018-07-03,Indonesia,MS,4,0,39,Denmark,Indonesia,Viktor Axelsen,1,Viktor Axelsen,0,21,10,21,19,0,0,42,29,2,0,2,0,6,4,10,2,1
120,Blibli_Indonesia_Open,2018-07-04,Indonesia,MS,6,0,60,Malaysia,Hongkong,Lee Chong Wei,7,Lee Chong Wei,0,21,15,18,21,21,10,60,46,2,1,3,1,4,4,8,1,1
121,Yonex_All_England_Open,2018-03-16,England,MD,4,0,48,Denmark,China,"Mads Conrad-Petersen, Mads Pieler Kolding",6,"Mads Conrad-Petersen, Mads Pieler Kolding",3,23,21,21,15,0,0,44,36,2,0,3,1,4,4,3,0,1
122,Blibli_Indonesia_Open,2018-07-06,Indonesia,XD,6,0,43,China,Japan,"Zheng Si Wei, Huang Ya Qiong",4,"Zheng Si Wei, Huang Ya Qiong",0,21,13,16,21,21,10,58,44,2,1,2,1,6,4,15,5,1
123,Yonex_All_England_Open,2018-03-14,England,MD,4,0,40,England,India,"Marcus Ellis, Chris Langridge",0,"Marcus Ellis, Chris Langridge",0,22,20,21,12,0,0,43,32,2,0,2,1,4,4,1,3,1
124,Victor_China_Open,2018-09-18,China,MD,4,0,37,Malaysia,England,"Ong Yew Sin, Teo Ee Yi",0,"Ong Yew Sin, Teo Ee Yi",0,21,11,21,15,0,0,42,26,2,0,4,0,7,2,3,0,1
125,Yonex_All_England_Open,2018-03-15,England,MD,6,0,41,Chinesetaipei,Indonesia,"Liao Min Chun, Su Ching Heng",0,"Liao Min Chun, Su Ching Heng",0,13,21,21,18,21,14,55,53,2,1,4,4,5,5,1,4,1
126,Blibli_Indonesia_Open,2018-07-05,Indonesia,MS,4,0,47,Malaysia,Denmark,Lee Chong Wei,7,Lee Chong Wei,0,21,12,21,15,0,0,42,27,2,0,2,0,8,5,1,0,1
127,Victor_China_Open,2018-09-20,China,XD,6,0,51,Japan,Indonesia,"Yuta Watanabe, Arisa Higashino",0,"Yuta Watanabe, Arisa Higashino",3,21,12,14,21,21,12,56,45,2,1,2,2,5,5,2,1,1
128,Victor_China_Open,2018-09-19,China,MD,4,0,30,Indonesia,China,"Mohammad Ahsan, Hendra Setiawan",0,"Mohammad Ahsan, Hendra Setiawan",4,21,19,21,14,0,0,42,33,2,0,5,0,6,3,2,0,1
129,Yonex_All_England_Open,2018-03-16,England,WD,4,0,48,Japan,Thailand,"Yuki Fukushima, Sayaka Hirota",4,"Yuki Fukushima, Sayaka Hirota",8,21,16,21,18,0,0,42,34,2,0,2,0,4,4,8,3,1
130,Blibli_Indonesia_Open,2018-07-04,Indonesia,WS,6,0,65,Japan,Spain,Sayaka Sato,0,Sayaka Sato,6,11,21,22,20,21,18,54,59,2,1,4,5,6,8,2,3,1
131,Blibli_Indonesia_Open,2018-07-03,Indonesia,MD,4,0,32,China,Japan,"Li Jun Hui, Liu Yu Chen",4,"Li Jun Hui, Liu Yu Chen",0,21,18,21,16,0,0,42,34,2,0,5,0,5,5,5,2,1
132,Blibli_Indonesia_Open,2018-07-06,Indonesia,MS,4,0,39,China,India,Shi Yu Qi,3,Shi Yu Qi,8,21,17,21,18,0,0,42,35,2,0,3,0,6,4,7,2,1
133,Yonex_All_England_Open,2018-03-16,England,MS,6,0,78,Korea,Japan,Son Wan Ho,5,Son Wan Ho,0,21,18,9,21,21,14,51,53,2,1,2,2,8,6,6,3,1
134,Victor_China_Open,2018-09-18,China,MS,6,0,54,Indonesia,China,Anthony Sinisuka Ginting,0,Anthony Sinisuka Ginting,0,22,24,21,5,21,19,64,48,2,1,3,7,7,5,2,3,1
135,Victor_China_Open,2018-09-19,China,MS,4,0,31,India,Denmark,Kidambi Srikanth,7,Kidambi Srikanth,0,21,9,21,19,0,0,42,28,2,0,2,0,7,5,1,1,1
136,Yonex_All_England_Open,2018-03-15,England,XD,4,0,40,Japan,Netherlands,"Yuta Watanabe, Arisa Higashino",0,"Yuta Watanabe, Arisa Higashino",0,21,17,21,19,0,0,42,36,2,0,4,0,5,5,1,0,1
137,Blibli_Indonesia_Open,2018-07-05,Indonesia,MD,6,0,41,China,China,"Liu Cheng, Zhang Nan",3,"Liu Cheng, Zhang Nan",0,15,21,21,13,21,13,57,47,2,1,4,2,8,4,2,0,1
138,Victor_China_Open,2018-09-20,China,MS,4,0,45,Indonesia,Denmark,Anthony Sinisuka Ginting,0,Anthony Sinisuka Ginting,1,21,18,21,17,0,0,42,35,2,0,3,0,6,4,5,13,1
139,Yonex_All_England_Open,2018-03-14,England,XD,6,0,63,Denmark,Germany,"Mathias Christiansen, Christinna Pedersen",6,"Mathias Christiansen, Christinna Pedersen",0,17,21,21,17,21,12,59,50,2,1,2,2,5,5,1,0,1
140,Blibli_Indonesia_Open,2018-07-06,Indonesia,XD,6,0,65,Indonesia,Indonesia,"Hafiz Faizal, Gloria Emanuelle Widjaja",0,"Hafiz Faizal, Gloria Emanuelle Widjaja",0,21,15,22,24,21,19,64,58,2,1,5,3,6,4,1,0,1
141,Blibli_Indonesia_Open,2018-07-04,Indonesia,WD,4,0,39,Malaysia,Indonesia,"Chow Mei Kuan, Lee Meng Yean",0,"Chow Mei Kuan, Lee Meng Yean",0,25,23,21,13,0,0,46,36,2,0,5,1,4,5,1,1,1
142,Blibli_Indonesia_Open,2018-07-03,Indonesia,WS,4,0,35,India,Indonesia,Saina Nehwal,0,Saina Nehwal,0,21,12,21,12,0,0,42,24,2,0,3,0,9,5,3,0,1
143,Yonex_All_England_Open,2018-03-16,England,WD,4,0,50,Japan,Japan,"Mayu Matsumoto, Wakana Nagahara",0,"Mayu Matsumoto, Wakana Nagahara",2,21,17,25,23,0,0,46,40,2,0,5,3,5,4,4,4,1
144,Victor_China_Open,2018-09-18,China,WS,4,0,25,China,Denmark,He Bing Jiao,7,He Bing Jiao,0,21,9,21,15,0,0,42,24,2,0,3,0,7,7,7,0,1
145,Victor_China_Open,2018-09-19,China,WS,4,0,41,Japan,Canada,Nozomi Okuhara,8,Nozomi Okuhara,0,21,12,21,13,0,0,42,25,2,0,4,0,6,4,10,4,1
146,Blibli_Indonesia_Open,2018-07-06,Indonesia,WD,4,0,35,China,Korea,"Chen Qing Chen, Jia Yi Fan",1,"Chen Qing Chen, Jia Yi Fan",6,21,14,21,14,0,0,42,28,2,0,7,0,5,5,5,1,1
147,Victor_China_Open,2018-09-20,China,WD,4,0,31,Japan,China,"Yuki Fukushima, Sayaka Hirota",1,"Yuki Fukushima, Sayaka Hirota",0,21,7,21,12,0,0,42,19,2,0,4,0,7,2,3,0,1
148,Yonex_All_England_Open,2018-03-15,England,WS,4,0,40,Denmark,Canada,Mia Blichfeldt,0,Mia Blichfeldt,0,21,19,21,14,0,0,42,33,2,0,4,0,8,4,2,3,1
149,Blibli_Indonesia_Open,2018-07-05,Indonesia,WS,4,0,33,Korea,Canada,Sung Jihyun,7,Sung Jihyun,0,21,11,21,14,0,0,42,25,2,0,4,0,6,3,3,3,1
150,Blibli_Indonesia_Open,2018-07-04,Indonesia,WD,6,0,62,China,Korea,"Chen Qing Chen, Jia Yi Fan",1,"Chen Qing Chen, Jia Yi Fan",0,13,21,21,17,21,17,55,55,2,1,2,2,6,4,6,0,1
151,Yonex_All_England_Open,2018-03-16,England,XD,6,0,54,China,China,"Zheng Si Wei, Huang Ya Qiong",5,"Zheng Si Wei, Huang Ya Qiong",2,21,16,16,21,21,11,58,48,2,1,3,2,4,4,16,5,1
152,Blibli_Indonesia_Open,2018-07-03,Indonesia,MS,6,0,69,India,Denmark,Sameer Verma,0,Sameer Verma,0,21,9,12,21,22,20,55,50,2,1,5,2,7,4,3,0,1
153,Yonex_All_England_Open,2018-03-14,England,XD,4,0,34,England,Malaysia,"Chris Adcock, Gabrielle Adcock",7,"Chris Adcock, Gabrielle Adcock",0,21,14,21,15,0,0,42,29,2,0,4,0,4,3,1,1,1
154,Blibli_Indonesia_Open,2018-07-06,Indonesia,MD,6,0,71,Indonesia,China,"Fajar Alfian, Muhammad Rian Ardianto",0,"Fajar Alfian, Muhammad Rian Ardianto",3,21,18,18,21,25,23,64,62,2,1,8,2,5,4,2,1,1
155,Victor_China_Open,2018-09-18,China,WS,4,0,26,China,Japan,Chen Yu Fei,5,Chen Yu Fei,0,21,17,21,9,0,0,42,26,2,0,3,0,6,2,5,1,1
156,Victor_China_Open,2018-09-20,China,MD,6,0,55,China,Malaysia,"Li Jun Hui, Liu Yu Chen",2,"Li Jun Hui, Liu Yu Chen",0,21,15,17,21,21,17,59,53,2,1,2,2,6,6,7,0,1
157,Victor_China_Open,2018-09-19,China,MD,6,0,58,Indonesia,Denmark,"Berry Angriawan, Hardianto Hardianto",0,"Berry Angriawan, Hardianto Hardianto",6,22,20,11,21,21,16,54,57,2,1,2,5,6,4,2,1,1
158,Blibli_Indonesia_Open,2018-07-05,Indonesia,WS,4,0,26,Chinesetaipei,Denmark,Tai Tzu Ying,1,Tai Tzu Ying,0,21,15,21,8,0,0,42,23,2,0,2,0,9,3,6,0,1
159,Yonex_All_England_Open,2018-03-15,England,MS,4,0,43,Korea,Indonesia,Son Wan Ho,5,Son Wan Ho,0,21,16,21,12,0,0,42,28,2,0,4,0,7,6,4,2,1
160,Yonex_All_England_Open,2018-03-16,England,MS,6,0,77,China,India,Huang Yu Xiang,0,Huang Yu Xiang,0,20,22,21,16,23,21,64,59,2,1,6,1,5,8,3,2,1
161,Blibli_Indonesia_Open,2018-07-04,Indonesia,MS,4,0,33,Chinesetaipei,Hongkong,Chou Tien Chen,6,Chou Tien Chen,0,21,17,21,11,0,0,42,28,2,0,4,0,4,4,6,3,1
162,Blibli_Indonesia_Open,2018-07-03,Indonesia,MD,4,0,34,Chinesetaipei,Denmark,"Liao Min Chun, Su Ching Heng",0,"Liao Min Chun, Su Ching Heng",2,21,13,21,15,0,0,42,28,2,0,2,0,5,3,1,1,1
163,Blibli_Indonesia_Open,2018-07-06,Indonesia,XD,4,0,38,Malaysia,China,"Chan Peng Soon, Goh Liu Ying",0,"Chan Peng Soon, Goh Liu Ying",2,21,19,21,14,0,0,42,33,2,0,4,0,5,3,2,9,1
164,Yonex_All_England_Open,2018-03-14,England,MS,4,0,34,China,China,Chen Long,4,Chen Long,0,21,13,21,11,0,0,42,24,2,0,3,0,6,5,3,0,1
165,Victor_China_Open,2018-09-18,China,MD,4,0,33,China,Chinesetaipei,"Li Jun Hui, Liu Yu Chen",2,"Li Jun Hui, Liu Yu Chen",0,21,12,24,22,0,0,45,34,2,0,4,2,4,3,7,2,1
166,Victor_China_Open,2018-09-21,China,XD,4,0,30,Hongkong,Indonesia,"Tang Chun Man, Tse Ying Suet",4,"Tang Chun Man, Tse Ying Suet",0,21,15,21,11,0,0,42,26,2,0,3,0,6,4,2,0,1
167,Victor_China_Open,2018-09-19,China,WS,6,0,51,Usa,Thailand,Beiwen Zhang,0,Beiwen Zhang,4,9,21,21,16,21,16,51,53,2,1,3,1,4,5,2,7,1
168,Yonex_All_England_Open,2018-03-15,England,XD,6,0,80,Denmark,Thailand,"Mathias Christiansen, Christinna Pedersen",6,"Mathias Christiansen, Christinna Pedersen",0,21,18,18,21,21,15,60,54,2,1,3,2,6,6,2,0,1
169,Blibli_Indonesia_Open,2018-07-05,Indonesia,XD,6,0,56,Indonesia,Denmark,"Hafiz Faizal, Gloria Emanuelle Widjaja",0,"Hafiz Faizal, Gloria Emanuelle Widjaja",6,14,21,21,13,21,7,56,41,2,1,2,1,7,5,2,0,1
170,Victor_China_Open,2018-09-20,China,MS,4,0,35,China,Denmark,Chen Long,6,Chen Long,0,21,10,21,5,0,0,42,15,2,0,2,0,6,2,11,2,1
171,Blibli_Indonesia_Open,2018-07-03,Indonesia,MS,6,0,62,China,England,Shi Yu Qi,3,Shi Yu Qi,0,16,21,21,18,21,18,58,57,2,1,3,1,3,4,4,2,1
172,Victor_China_Open,2018-09-22,China,MS,6,0,68,Indonesia,Chinesetaipei,Anthony Sinisuka Ginting,0,Anthony Sinisuka Ginting,5,12,21,21,17,21,15,54,53,2,1,5,1,4,5,10,6,1
173,Blibli_Indonesia_Open,2018-07-04,Indonesia,MS,6,0,56,Thailand,Korea,Kantaphon Wangcharoen,0,Kantaphon Wangcharoen,0,21,13,12,21,24,22,57,56,2,1,6,1,4,4,1,1,1
174,Victor_China_Open,2018-09-21,China,WS,4,0,36,Japan,China,Akane Yamaguchi,2,Akane Yamaguchi,7,21,19,21,16,0,0,42,35,2,0,3,0,3,4,13,4,1
175,Victor_China_Open,2018-09-18,China,XD,4,0,27,China,Japan,"Wang Yi Lyu, Huang Dong Ping",2,"Wang Yi Lyu, Huang Dong Ping",0,21,17,21,12,0,0,42,29,2,0,4,0,5,4,1,0,1
176,Yonex_All_England_Open,2018-03-15,England,MD,6,0,63,Denmark,Germany,"Mads Conrad-Petersen, Mads Pieler Kolding",6,"Mads Conrad-Petersen, Mads Pieler Kolding",0,22,20,19,21,21,11,62,52,2,1,6,3,5,4,2,0,1
177,Victor_China_Open,2018-09-20,China,WS,4,0,37,China,Korea,Chen Yu Fei,5,Chen Yu Fei,0,21,18,21,15,0,0,42,33,2,0,4,0,4,2,10,1,1
178,Victor_China_Open,2018-09-19,China,MS,4,0,34,Hongkong,India,Ng Ka Long Angus,8,Ng Ka Long Angus,0,21,16,21,12,0,0,42,28,2,0,3,0,4,4,7,6,1
179,Blibli_Indonesia_Open,2018-07-05,Indonesia,WS,4,0,32,China,Thailand,He Bing Jiao,8,He Bing Jiao,0,21,15,21,12,0,0,42,27,2,0,2,0,5,6,11,1,1
180,Victor_China_Open,2018-09-22,China,XD,4,0,29,China,Hongkong,"Zheng Si Wei, Huang Ya Qiong",1,"Zheng Si Wei, Huang Ya Qiong",4,21,19,21,15,0,0,42,34,2,0,3,0,8,5,13,1,1
181,Blibli_Indonesia_Open,2018-07-03,Indonesia,WS,4,0,29,Korea,Spain,Sung Jihyun,7,Sung Jihyun,0,21,9,21,16,0,0,42,25,2,0,3,0,6,3,2,0,1
182,Victor_China_Open,2018-09-21,China,MS,4,0,35,China,Hongkong,Shi Yu Qi,2,Shi Yu Qi,8,21,17,21,15,0,0,42,32,2,0,2,0,5,4,11,3,1
183,Yonex_All_England_Open,2018-03-14,England,MS,4,0,45,Korea,Denmark,Lee Hyun Il,0,Lee Hyun Il,0,21,11,21,14,0,0,42,25,2,0,4,0,7,3,3,1,1
184,Blibli_Indonesia_Open,2018-07-04,Indonesia,WS,6,0,51,Japan,Usa,Aya Ohori,0,Aya Ohori,0,21,15,21,23,21,11,63,49,2,1,3,2,8,3,1,4,1
185,Victor_China_Open,2018-09-22,China,MS,4,0,40,Japan,China,Kento Momota,3,Kento Momota,2,21,10,21,17,0,0,42,27,2,0,6,0,7,3,6,6,1
186,Victor_China_Open,2018-09-18,China,MD,6,0,60,Denmark,Japan,"Kim Astrup, Anders Skaarup Rasmussen",8,"Kim Astrup, Anders Skaarup Rasmussen",0,21,18,17,21,21,11,59,50,2,1,3,3,7,4,2,4,1
187,Victor_China_Open,2018-09-19,China,WS,4,0,31,Japan,Scotland,Sayaka Takahashi,0,Sayaka Takahashi,0,21,18,21,9,0,0,42,27,2,0,4,0,10,3,4,2,1
188,Victor_China_Open,2018-09-21,China,WS,4,0,40,Spain,China,Carolina Marin,6,Carolina Marin,0,21,10,24,22,0,0,45,32,2,0,3,2,8,5,6,1,1
189,Victor_China_Open,2018-09-20,China,XD,4,0,36,Indonesia,China,"Ricky Karandasuwardi, Debby Susanto",0,"Ricky Karandasuwardi, Debby Susanto",0,21,18,21,19,0,0,42,37,2,0,4,0,5,4,1,0,1
190,Yonex_All_England_Open,2018-03-15,England,WD,4,0,41,Japan,Indonesia,"Shiho Tanaka, Koharu Yonemoto",5,"Shiho Tanaka, Koharu Yonemoto",0,21,18,21,15,0,0,42,33,2,0,5,0,7,4,1,1,1
191,Victor_China_Open,2018-09-22,China,MD,6,0,46,China,Indonesia,"Han Cheng Kai, Zhou Hao Dong",0,"Han Cheng Kai, Zhou Hao Dong",1,21,19,11,21,21,17,53,57,2,1,2,3,4,5,3,4,1
192,Blibli_Indonesia_Open,2018-07-05,Indonesia,MS,6,0,60,India,Chinesetaipei,Prannoy H. S.,8,Prannoy H. S.,0,21,23,21,15,21,13,63,51,2,1,4,1,7,5,6,3,1
193,Blibli_Indonesia_Open,2018-07-03,Indonesia,XD,6,0,41,Japan,Indonesia,"Yugo Kobayashi, Misaki Matsutomo",0,"Yugo Kobayashi, Misaki Matsutomo",0,21,18,17,21,21,8,59,47,2,1,3,1,6,6,1,0,1
194,Blibli_Indonesia_Open,2018-07-04,Indonesia,MS,4,0,54,Denmark,Japan,Anders Antonsen,0,Anders Antonsen,0,21,14,25,23,0,0,46,37,2,0,5,2,6,4,9,4,1
195,Victor_China_Open,2018-09-22,China,WS,6,0,60,China,Japan,Chen Yu Fei,5,Chen Yu Fei,2,21,14,15,21,21,14,57,49,2,1,2,2,7,6,11,21,1
196,Victor_China_Open,2018-09-18,China,MD,4,0,32,Germany,China,"Mark Lamsfuss, Marvin Seidel",0,"Mark Lamsfuss, Marvin Seidel",0,21,16,21,18,0,0,42,34,2,0,7,0,6,4,1,1,1
197,Victor_China_Open,2018-09-21,China,MD,6,0,51,Chinesetaipei,China,"Chen Hung Ling, Wang Chi-Lin",0,"Chen Hung Ling, Wang Chi-Lin",0,19,21,21,12,22,20,62,53,2,1,3,2,4,7,2,4,1
198,Yonex_All_England_Open,2018-03-14,England,WS,6,0,60,Indonesia,Malaysia,Fitriani Fitriani,0,Fitriani Fitriani,0,16,21,21,18,21,9,58,48,2,1,2,1,8,9,2,3,1
199,Victor_China_Open,2018-09-19,China,XD,4,0,43,China,Germany,"Lu Kai, Chen Lu",0,"Lu Kai, Chen Lu",0,21,12,30,29,0,0,51,41,2,0,12,3,5,6,2,2,1
200,Yonex_All_England_Open,2018-03-15,England,WD,4,0,36,Japan,Korea,"Yuki Fukushima, Sayaka Hirota",4,"Yuki Fukushima, Sayaka Hirota",0,21,13,21,13,0,0,42,26,2,0,3,0,7,5,5,2,1
201,Victor_China_Open,2018-09-20,China,WD,4,0,46,Denmark,China,"Maiken Fruergaard, Sara Thygesen",0,"Maiken Fruergaard, Sara Thygesen",0,21,18,21,19,0,0,42,37,2,0,4,0,4,3,1,3,1
202,Blibli_Indonesia_Open,2018-07-03,Indonesia,XD,6,0,50,Indonesia,France,"Hafiz Faizal, Gloria Emanuelle Widjaja",0,"Hafiz Faizal, Gloria Emanuelle Widjaja",0,20,22,21,11,21,15,62,48,2,1,3,2,6,5,2,0,1
203,Blibli_Indonesia_Open,2018-07-05,Indonesia,XD,4,0,38,Malaysia,Denmark,"Chan Peng Soon, Goh Liu Ying",0,"Chan Peng Soon, Goh Liu Ying",0,21,15,21,17,0,0,42,32,2,0,3,0,5,4,1,0,1
204,Blibli_Indonesia_Open,2018-07-04,Indonesia,WD,6,0,52,Korea,Bulgaria,"Lee So Hee, Shin Seung Chan",6,"Lee So Hee, Shin Seung Chan",0,21,15,10,21,22,20,53,56,2,1,6,1,4,5,8,2,1
205,Victor_China_Open,2018-09-22,China,WD,4,0,33,Japan,Bulgaria,"Mayu Matsumoto, Wakana Nagahara",8,"Mayu Matsumoto, Wakana Nagahara",0,21,16,21,12,0,0,42,28,2,0,4,0,4,2,8,0,1
206,Victor_China_Open,2018-09-21,China,MS,6,0,85,Indonesia,China,Anthony Sinisuka Ginting,0,Anthony Sinisuka Ginting,6,18,21,22,20,21,16,61,57,2,1,4,1,9,7,8,6,1
207,Victor_China_Open,2018-09-18,China,MD,6,0,39,India,Chinesetaipei,"Attri Manu, Reddy B. Sumeeth",0,"Attri Manu, Reddy B. Sumeeth",0,13,21,21,13,21,12,55,46,2,1,4,2,6,6,1,1,1
208,Victor_China_Open,2018-09-19,China,XD,4,0,31,China,Malaysia,"Zheng Si Wei, Huang Ya Qiong",1,"Zheng Si Wei, Huang Ya Qiong",0,21,18,21,17,0,0,42,35,2,0,2,0,6,3,3,1,1
209,Yonex_All_England_Open,2018-03-14,England,XD,6,0,57,Korea,Chinesetaipei,"Seo Seung Jae, Kim Ha Na",0,"Seo Seung Jae, Kim Ha Na",0,24,22,16,21,21,12,61,55,2,1,6,1,6,6,2,0,1
210,Victor_China_Open,2018-09-22,China,WS,6,0,65,Spain,Japan,Carolina Marin,6,Carolina Marin,8,15,21,21,12,21,13,57,46,2,1,2,2,5,4,10,8,1
211,Victor_China_Open,2018-09-21,China,MD,4,0,33,Denmark,China,"Kim Astrup, Anders Skaarup Rasmussen",8,"Kim Astrup, Anders Skaarup Rasmussen",2,21,12,21,13,0,0,42,25,2,0,2,0,4,2,1,9,1
212,Blibli_Indonesia_Open,2018-07-05,Indonesia,MS,4,0,35,China,Japan,Shi Yu Qi,3,Shi Yu Qi,0,21,14,21,17,0,0,42,31,2,0,4,0,5,3,5,1,1
213,Victor_China_Open,2018-09-20,China,WD,6,0,68,Japan,China,"Shiho Tanaka, Koharu Yonemoto",5,"Shiho Tanaka, Koharu Yonemoto",0,22,20,15,21,21,14,58,55,2,1,5,2,9,5,2,0,1
214,Blibli_Indonesia_Open,2018-07-04,Indonesia,MD,4,0,30,Malaysia,Indonesia,"Ong Yew Sin, Teo Ee Yi",0,"Ong Yew Sin, Teo Ee Yi",0,21,18,21,11,0,0,42,29,2,0,4,0,10,3,2,2,1
215,Yonex_All_England_Open,2018-03-15,England,MS,4,0,44,China,Chinesetaipei,Lin Dan,6,Lin Dan,0,21,13,23,21,0,0,44,34,2,0,5,3,6,4,2,2,1
216,Blibli_Indonesia_Open,2018-07-03,Indonesia,WD,4,0,40,Japan,Indonesia,"Yuki Fukushima, Sayaka Hirota",2,"Yuki Fukushima, Sayaka Hirota",0,21,16,21,18,0,0,42,34,2,0,8,0,5,5,4,0,1
217,Victor_China_Open,2018-09-22,China,XD,6,0,55,China,China,"Zhang Nan, Li Yin Hui",5,"Zhang Nan, Li Yin Hui",2,21,10,19,21,21,14,61,45,2,1,3,1,6,4,1,1,1
218,Victor_China_Open,2018-09-18,China,WS,6,0,48,Korea,India,Sung Jihyun,0,Sung Jihyun,0,20,22,21,8,21,14,62,44,2,1,3,2,9,4,3,8,1
219,Victor_China_Open,2018-09-19,China,MD,4,0,24,China,Chinesetaipei,"Huang Kai Xiang, Wang Yi Lyu",0,"Huang Kai Xiang, Wang Yi Lyu",0,21,11,21,16,0,0,42,27,2,0,3,0,5,4,2,0,1
220,Victor_China_Open,2018-09-21,China,WS,6,0,52,China,India,Chen Yu Fei,5,Chen Yu Fei,3,21,11,11,21,21,15,53,47,2,1,2,1,5,6,6,6,1
221,Victor_China_Open,2018-09-22,China,WD,6,0,77,Japan,Indonesia,"Misaki Matsutomo, Ayaka Takahashi",2,"Misaki Matsutomo, Ayaka Takahashi",4,21,17,12,21,21,16,54,54,2,1,2,1,6,6,10,2,1
222,Blibli_Indonesia_Open,2018-07-05,Indonesia,MS,4,0,39,Denmark,India,Viktor Axelsen,1,Viktor Axelsen,0,21,15,21,14,0,0,42,29,2,0,5,0,6,3,3,0,1
223,Blibli_Indonesia_Open,2018-07-03,Indonesia,XD,6,0,57,Indonesia,China,"Ricky Karandasuwardi, Debby Susanto",0,"Ricky Karandasuwardi, Debby Susanto",0,17,21,21,13,24,22,62,56,2,1,2,6,9,6,1,0,1
224,Victor_China_Open,2018-09-20,China,WD,4,0,51,Indonesia,Korea,"Greysia Polii, Apriyani Rahayu",4,"Greysia Polii, Apriyani Rahayu",0,24,22,21,18,0,0,45,40,2,0,5,0,4,4,2,0,1
225,Yonex_All_England_Open,2018-03-15,England,WS,4,0,43,China,Korea,Chen Yu Fei,8,Chen Yu Fei,0,21,15,21,14,0,0,42,29,2,0,5,0,6,4,3,1,1
226,Blibli_Indonesia_Open,2018-07-04,Indonesia,XD,4,0,28,England,Netherlands,"Chris Adcock, Gabrielle Adcock",8,"Chris Adcock, Gabrielle Adcock",0,21,14,21,13,0,0,42,27,2,0,4,0,7,3,4,0,1
227,Yonex_All_England_Open,2018-03-14,England,MD,4,0,36,Japan,Thailand,"Hiroyuki Endo, Yuta Watanabe",0,"Hiroyuki Endo, Yuta Watanabe",0,21,8,24,22,0,0,45,30,2,0,3,3,11,5,3,0,1
228,Victor_China_Open,2018-09-21,China,WD,4,0,44,Indonesia,Japan,"Greysia Polii, Apriyani Rahayu",4,"Greysia Polii, Apriyani Rahayu",5,21,19,21,16,0,0,42,35,2,0,3,0,6,5,3,1,1
229,Victor_China_Open,2018-09-18,China,WS,4,0,28,Thailand,Spain,Busanan Ongbamrungphan,0,Busanan Ongbamrungphan,0,21,12,21,16,0,0,42,28,2,0,4,0,5,3,3,1,1
230,Victor_China_Open,2018-09-22,China,MD,4,0,40,Denmark,Chinesetaipei,"Kim Astrup, Anders Skaarup Rasmussen",8,"Kim Astrup, Anders Skaarup Rasmussen",0,21,13,21,19,0,0,42,32,2,0,2,0,4,3,4,2,1
231,Victor_China_Open,2018-09-19,China,WD,4,0,22,China,Usa,"Chen Qing Chen, Jia Yi Fan",3,"Chen Qing Chen, Jia Yi Fan",0,21,11,21,13,0,0,42,24,2,0,2,0,7,3,1,0,1
232,Blibli_Indonesia_Open,2018-07-04,Indonesia,WD,6,0,41,Chinesetaipei,Denmark,"Hsu Ya Ching, Wu Ti Jung",0,"Hsu Ya Ching, Wu Ti Jung",3,17,21,21,5,21,9,59,35,2,1,2,3,8,4,1,2,1
233,Yonex_All_England_Open,2018-03-15,England,WD,4,0,43,China,Denmark,"Chen Qing Chen, Jia Yi Fan",1,"Chen Qing Chen, Jia Yi Fan",0,26,24,21,11,0,0,47,35,2,0,4,4,5,4,9,0,1
234,Victor_China_Open,2018-09-23,China,MS,4,0,63,Indonesia,Japan,Anthony Sinisuka Ginting,0,Anthony Sinisuka Ginting,3,23,21,21,19,0,0,44,40,2,0,3,1,6,4,5,11,1
235,Victor_China_Open,2018-09-21,China,XD,6,0,73,China,Denmark,"Wang Yi Lyu, Huang Dong Ping",2,"Wang Yi Lyu, Huang Dong Ping",6,24,22,13,21,28,26,65,69,2,1,13,4,5,7,1,1,1
